clip_id,split,accent,tier,domain,duration,transcript,has_drug,drug_terms,has_dose,dose_strings,has_negation,has_entity,gender,age_group,country,speaker_id,path
957f35f6f15f3598a944d8e025c18c1e,test,hausa,A,clinical,6.780997732426304,Ebe Iebonaem 113 days old- CGA43wks.,False,,True,113.0 days,False,True,Male,19-25,NG,c6dbb6cac1b7f87db1297f6fdd5fb5f3,/AfriSpeech-100/test/c0443761-1005-4cb7-bff6-2958324dcd70/0a6e0ee2ba1018f6fcfee7ed3e2c6940.wav
95fa8e2c87066c1af0f44e735ee21a99,test,hausa,A,general,11.317981859410429,"May Almighty Allah make it easy for us to observe good deeds at this period of the first 10 days of Dhul-Hijjah and grant us the benefits. Ameen.
",False,,True,10.0 days,False,True,Female,26-40,NG,a326497b1fd0fe22beb81db3426d1ded,/AfriSpeech-100/test/ecbdbb1d-1945-486a-8497-8b3ba7c455e1/6c3be4491fc9e4e006a495d6892235a1.wav
9a375dac7ab12b6d59cffdb932f4d50b,test,hausa,A,clinical,9.162993197278912,Started on vancomycin and zosyn for concern of infection but given the lack of systemic symptoms this is unlikely.,True,zosyn,False,,False,True,Female,26-40,NG,f2c61c716636428e14be3643792b2662,/AfriSpeech-100/test/e3fd0e44-3918-475a-978f-cd816517a1f8/8cd2ca3d1850f2d96b587f95e1195962.wav
a353deca19dba9aaadeba0044ccefe20,test,hausa,A,clinical,10.531995464852606,"Thus, the total solute concentration of the uid in the proximal convoluted tubule does not change as the uidmoves toward the descending loop of Henle.",False,,False,,True,True,Male,,NG,c2f30decb10e578b00133eadaf17fe2e,/AfriSpeech-100/test/f9868fd6-c7b9-4768-aa2c-163fd61acafd/d267e4d485ed3233a1c88cbedb03efaa.wav
a8c855fb76476df248ee0277b5d8b74a,test,hausa,A,clinical,20.98897959183673,"Unspecified superficial injury of unspecified elbow, initial encounter. TABLET, ORAL CIPROFLOXACIN HYDROCHLORIDE, CIPROFLOXACIN HYDROCHLORIDE, EQ 750MG BASE. Pedestrian with other conveyance injured in collision with pedal cycle",True,ciprofloxacin|ciprofloxacin,True,750.0 mg,False,True,Male,19-25,NG,860c7f3df5e96168995eb63fa83d88f4,/AfriSpeech-100/test/d181d043-3ca0-4f5a-973c-58a25fcb2140/c37aa364cb6d6a802ca16d1c72c6338f.wav
b4c2f327368753233244635f8bd0e980,test,hausa,A,general,20.922993197278917,"He is not on any medication, he is a student, does not smoke cigarette not takes alcohol. next line. Assessment: Malaria. Next line. Signed: Dr Mongoe Okojobe
",False,,False,,True,True,Female,26-40,NG,a080273ce4523dedd796fff544efb04e,/AfriSpeech-100/test/e2db2211-4691-4c74-9f82-e20290074812/82e15ab47ba8a19cbe13b2659d0d6683.wav
b89670db369c7e025fb0d74ca94533af,test,hausa,A,clinical,8.254988662131518,"SYRUP, ORAL CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY, CETIRIZINE HYDROCHLORIDE, 5MG/5ML",True,cetirizine|cetirizine,True,5.0 mg|5.0 ml,False,True,Female,19-25,NG,c3d6cbcb386aa2a8711d591ed1e69152,/AfriSpeech-100/test/471b4f2f-5e13-4b85-9839-1692fa3026c6/c70de0633b765c6352b859b3f62d59d4.wav
c0a9d8722ec57a9d7c0014132185a05a,test,hausa,A,clinical,6.0,Her metoprolol and lisinopril were stopped due to hypotension.,True,metoprolol|lisinopril,False,,False,True,Male,19-25,NG,c6dbb6cac1b7f87db1297f6fdd5fb5f3,/AfriSpeech-100/test/cff8f95a-6b9e-4330-9ff8-26a11f8cab84/ec56dd9cca4b9081049eb8ba79a21723.wav
c18453be6b19c1812bdbeb7e32666683,test,hausa,A,clinical,23.62299319727891,CT 02/08/2029: impression: no femoral fracture or dislocation diffuse subcutaneous edema and possible edema of the left adductors and quadriceps muscle are seen without discrete hematoma.,False,,False,,True,True,Female,19-25,NG,7ff516bb34423aadc57f36bcc89a4b9b,/AfriSpeech-100/test/3fce7579-9ed5-4286-bf60-2c151383ab40/53af8707b37bcfddaeed48d3950b6db2.wav
c68f2256b87f8a4adc634437ca9b0f0e,test,hausa,A,clinical,7.142993197278911,fXa level on 8 was 1.9 and dose was decreased to 80mg Hospital Tanda..,False,,True,80.0 mg,False,True,Female,19-25,NG,7ff516bb34423aadc57f36bcc89a4b9b,/AfriSpeech-100/test/5a880664-3900-4129-9097-40387659d62a/c1705da883138de7c67091875775362d.wav
c6e4a13479f20b955c13a901233174be,test,hausa,A,general,13.992993197278912,"He is not a known hypertensive, diabetic or asthmatic, and has not had surgery in the past. Next line. Signed: Dr Ayalucu Onogo
",False,,False,,True,True,Female,19-25,NG,12fe61a50ebfb1d4b0f7d13e146875ad,/AfriSpeech-100/test/34adb620-1be5-4455-86b8-c07184337099/01568c42a1849433d87212ed8f7cae3e.wav
f1c88ce543440298faaed9f743d579de,test,hausa,A,clinical,3.3679818594104307,Continue vanc/zosyn.,True,zosyn,False,,False,True,Female,26-40,NG,f8d3943d9056bbec4c0be28704446bdd,/AfriSpeech-100/test/b8d70656-d931-46a5-9320-da50aaa3e1c2/628a65ac9e27b1bdc20006978aa7966d.wav
f5d36926fb98abbddd16fabda29e3a0f,test,hausa,A,general,5.627981859410431,"When we started, critics said it would not be possible.
",False,,False,,True,True,Female,19-25,NG,177952f9c5e61ab032f733133383e9f1,/AfriSpeech-100/test/edc2201c-6ccc-423f-9cca-4a44d5e74ea3/7a52b2a25c4dfb88ae7030e9882c0cf7.wav
f921ed1237445f75f1a9bf01f51d67b5,test,hausa,A,clinical,4.6189795918367365,ENDO: BG 150s no order for insulin at this time.,False,,False,,True,True,Female,26-40,NG,f2c61c716636428e14be3643792b2662,/AfriSpeech-100/test/97ca5660-1890-430e-96eb-a13c698b974f/79878a41a52acd15daa4d2a226f48053.wav
00a8fbb3c1ab981f953251ab74953aa7,test,igbo,A,clinical,3.160997732426304,Propanolol 20 mg tid,False,,True,20.0 mg,False,True,Female,26-40,US,98a1b67c87be98778e47c3bf9f18f445,/AfriSpeech-100/test/2bf175c2-e560-40c5-b5d0-a067dea7e313/9f8d1e7b8d123948e4c9976ab94b2663.wav
00cb23d4474de886b096a4121ad06467,test,igbo,A,clinical,15.79498866213152,"Traumatic rupture of other ligament of other finger at metacarpophalan. TABLET, ORAL AMITRIPTYLINE HYDROCHLORIDE, AMITRIPTYLINE HYDROCHLORIDE, 50MG. Spastic entropion of left lower eyelid",False,,True,50.0 mg,False,True,Female,26-40,US,98a1b67c87be98778e47c3bf9f18f445,/AfriSpeech-100/test/555e5d86-0098-44bc-8876-5b88191691d6/716bbc27dbaf8d4d5f994179ffad3698.wav
0e3380e30506ef3de8547f5a1851253f,test,igbo,A,general,15.653990929705214,"But whether Me and You and Everyone We Know is punk or not doesnt matter when its so many other things: twee, gentle, quirky, sweet to a point and, above all else, true to Julys artistic spirit.
",False,,False,,True,True,Female,<18yrs,NG,3684eb262075e254ec30c2e66680ae2d,/AfriSpeech-100/test/0cdbdfae-c179-47c0-90ed-9b78e6cf38cb/76c7a063cca39c47996c087e747df062.wav
179596c3ae11859ebda92d8ca8c757d5,test,igbo,A,clinical,7.58,Tube feeds advanced to goal 85cc/hr.,False,,True,85.0 ml,False,True,Female,26-40,NG,b43fcc69613415a6a17dce290b566069,/AfriSpeech-100/test/7d82c289-882b-42a7-bd2b-b925d5bbf63f/036e7e23103cc42cbfe236a9ebee2870.wav
1dda8dca0b084c03fc5ea2a901de6043,test,igbo,A,clinical,27.0,"Other dermatophytoses. INJECTABLE, INJECTION DEXTROSE 2.5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER, DEXTROSE; SODIUM CHLORIDE, 2.5GM/100ML;110MG/100ML. Cerebral infarction due to thrombosis of bilateral cerebellar arteries",False,,True,100.0 ml|110.0 mg|100.0 ml,False,True,Female,26-40,NG,7f05bd83b40be5bcb725d0651488499c,/AfriSpeech-100/test/a1bc0f80-c38e-4e0b-bd05-5753d52273ac/5cce16e9fd8299df4ba53fd4b0610e90.wav
36c14ff38c73d6ebc90db41430b058d1,test,igbo,A,clinical,7.592993197278911,GI: ABDOMEN SOFT NON-TENDER APPETITE FAIR BUT IMPROVING NO STOOL,False,,False,,True,True,Female,26-40,US,98a1b67c87be98778e47c3bf9f18f445,/AfriSpeech-100/test/3b6067ab-06b9-4b00-9bc2-88e273523a75/a642a9eb190ff7c69d371bde7949de71.wav
39bf3e3ee7075614072deb7a5280ab60,test,igbo,A,clinical,7.531995464852607,No acute distress  Eyes / Conjunctiva: PERRL,False,,False,,True,True,Male,19-25,NG,b8f384c521b3f81513edf4e7bff4980c,/AfriSpeech-100/test/b7041786-8db0-4b0a-a37e-4dde7603ba02/745f396338e9009f2c41d2fb56d845f2.wav
3dfd04ecb574ea226cdc07a88e9b43d7,test,igbo,A,clinical,5.486984126984127,"SUSPENSION, ORAL CLOBAZAM, CLOBAZAM, 2.5MG/ML",True,clobazam|clobazam,True,2.5 mg,False,True,Male,19-25,NG,336c5e937a3c3d5edd9231c3c42a322f,/AfriSpeech-100/test/fd58d2a0-56b3-47ff-8dd0-4caa61243e42/12291e45b49f3503c19eecf559b2bd54.wav
49361322979184b1e0b395c76128bed1,test,igbo,A,clinical,13.388979591836732,"Doxycycline is the drug of choice, even for young children, despite the theoretical risk of dental staining in children younger than 9 years of age.",True,doxycycline,False,,False,True,Female,19-25,NG,543c037ff44816e8b5ccd0d6cc92fe13,/AfriSpeech-100/test/f1318b37-e808-4089-8b4c-c89b822fc0f7/4e5c54e30c60e780860b21b35b865a24.wav
5726844dc6ed872cbd29dced93713dd1,test,igbo,A,clinical,3.796984126984128,uo 45-60cc/hr.,False,,True,60.0 ml,False,True,Male,19-25,NG,b8f384c521b3f81513edf4e7bff4980c,/AfriSpeech-100/test/0e1a5948-4dd6-4696-81fe-03a329924c93/1a3390628838dc1de8aa39cb5061789b.wav
681828fe9911e1c031e3a1023f5cba16,test,igbo,A,clinical,15.0,"Traumatic arthropathy, left ankle and foot. INJECTABLE, INJECTION CISPLATIN, CISPLATIN, 10MG/VIAL. Driver of bus injured in collision with fixed or stationary object in",True,cisplatin|cisplatin,True,10.0 mg,False,True,Male,19-25,NG,336c5e937a3c3d5edd9231c3c42a322f,/AfriSpeech-100/test/0d5abb66-3c52-4a8b-95f7-6fafe9e9bb5b/efdd596dbc098f5b48edf2e0afd93ecb.wav
6b06a665f4acd27ba438a1e8410936ab,test,igbo,A,general,13.686984126984129,"He stated, Some were discriminated against while others were completely disenfranchised and their teeming supporters, who were amongst the delegates, could not cast their votes while the exercise lasted.
",False,,False,,True,True,Female,41-55,NG,c637c2338eb132d457ac8073df565b70,/AfriSpeech-100/test/d99e395a-bd3f-4af2-98d9-92de83ffc833/cf6c3a737627e0567a725c70da473e48.wav
6b6bd6a9b36dbd20ca8ba0b48a0e83c0,test,igbo,A,clinical,15.0,"Otorrhea, left ear. TABLET, ORAL MILTOWN, MEPROBAMATE, 600MG. Algoneurodystrophy, unspecified site",True,meprobamate,True,600.0 mg,False,True,Female,26-40,NG,ba22ae909a48775fef82a2150fe80c15,/AfriSpeech-100/test/ae1ce804-f2aa-4037-a38a-0ab71ba4af47/7bc0b05ef7e851b84ce880646785a059.wav
6beb2687f186291440c994f823236222,test,igbo,A,clinical,7.561995464852607,CTA was performed and was negative for PE but revealed bilateral upper lobe consolidations.,False,,False,,True,True,Female,26-40,US,98a1b67c87be98778e47c3bf9f18f445,/AfriSpeech-100/test/3cf430c2-acfb-4460-b2df-7aba8fa85704/c2820b82421f9635abe35e2a74603624.wav
7abb65293b6eb423ce5ca2b5a9f238f2,test,igbo,A,general,20.133990929705213,"Those sort of gangbusters numbers have not only made Singh a household name with the younger generations, theyve carried her to professional success beyond the mere reach of YouTube.
",False,,False,,True,True,Female,26-40,NG,e4b9e1fd3ed63829f4c1280fc1d2bce6,/AfriSpeech-100/test/2df4165f-3871-45d4-8f8d-36b6b2c3bdee/bde3ad0b84949c318bac1f873b4d0f95.wav
813cbfeecdbdffe46ec94b654e54df4a,test,igbo,A,clinical,16.81299319727891,"Table illustrates how difficult it is to detect adverse drug reactions with 95 confidence, even when there is no background incidence and the diagnostic accuracy is 100.",False,,False,,True,True,Female,19-25,NG,5fba6247cd42d1468c62a8dc2f4f48b4,/AfriSpeech-100/test/8d1fc78d-23c8-4d04-9dc4-ad5b973e2628/fd0848fa933c7e7b61e1114831b64e4f.wav
83a7819ff8d4e56d1cb5c58d5ea14a28,test,igbo,A,clinical,10.050997732426303,Her urine was negative for infection and with diuresis she no longer complained of nausea or pain..,False,,False,,True,True,Male,19-25,NG,b8f384c521b3f81513edf4e7bff4980c,/AfriSpeech-100/test/e72d0dd9-30cc-4772-9244-38857fee7db1/7fd27fb0a37a48ba6509a2843cdc6d6f.wav
875b9f741ca6fe9ce531dae23c363556,test,igbo,A,clinical,3.394,Pain: pt ordered for Roxicet-has not required any.,False,,False,,True,True,Female,26-40,NG,24fdc792dda976eef4d5a75f37da07cd,/AfriSpeech-100/test/f4696095-8ea3-45bc-9cbf-432afb11f0c7/4f143a4f3c8b788dcb336efdf0b81932.wav
a52cc1bdf941a9b4d76061ddbda05072,test,igbo,A,clinical,9.0,Quetiapine Fumarate 25 mg Tablet Sig: One 1 Tablet PO QHSonce a day at bedtime as needed.,True,quetiapine,True,25.0 mg,False,True,Female,26-40,NG,1e41725da5b058367e6262298750d1ec,/AfriSpeech-100/test/e53506b1-dcae-46d6-a5a0-903ba8a4527a/f76b7bccafef6301f72d72967d9fc5d1.wav
aeffc6466b2f3e6a60d1a381c6688d62,test,igbo,A,general,6.988979591836735,"Empty weight : approximately 9 , 800 lb  4 , 445 kg",False,,True,445.0 kg,False,True,Male,41-55,NG,19fd75c708c8f4dbe91996831a6cab19,/AfriSpeech-100/test/50771fde-742c-446e-bd06-d65047641e77/122af5a4a109d52884c358c1e1fddf97.wav
b53fd41101f96b2aea36486ef2cf32d1,test,igbo,A,general,16.473,"It just makes everything glowy and plump, which is important for me because Im on set all the time, and Im in front of lights, and Im on planes, and my skin dries out and it gets really dehydrated no matter how much water I drink.
",False,,False,,True,True,Female,19-25,NG,7bcb8527b9c32a704009ca30e7a73683,/AfriSpeech-100/test/03c0da5a-b751-4974-bbbb-0aeb474e6bbd/50f63966e98cda6a433ede32f7415346.wav
bba103cc3c5381ab96a3534523d83143,test,igbo,A,clinical,6.463990929705216,Dexedrine 5 mg per day and Motrin 600 mg tid .,False,,True,5.0 mg|600.0 mg,False,True,Female,19-25,NG,840a74be4231abe754a304b8ba1e1195,/AfriSpeech-100/test/97abd478-6c50-404e-be7c-097a0495f47d/9e3b17bc2f88c377383a4d029be65974.wav
bd7164ebfc3bc1eb03c9bc65c4eee3ea,test,igbo,A,clinical,8.0,fluid balance from midnight positive 1300 cc and currently neg 50 cc.,False,,True,1300.0 ml|50.0 ml,False,True,Male,19-25,NG,336c5e937a3c3d5edd9231c3c42a322f,/AfriSpeech-100/test/d6e9de0c-6669-4e1a-82ef-d6459a02465d/e6d1570a3b2b3067b408f6cbbf163631.wav
beddeac62f5277f00a937c79f65eaa98,test,igbo,A,clinical,3.3079818594104307,not candidate for bedside PICC.,False,,False,,True,True,Male,19-25,NG,336c5e937a3c3d5edd9231c3c42a322f,/AfriSpeech-100/test/e330fbed-2f12-4353-908f-ed89bda7e11b/15e6f33feb7e00215672dee94bea3ce5.wav
c2093acb790a4bbcaf0367cecfa15793,test,igbo,A,clinical,6.99498866213152,Denies chest pain dizziness or lightheadedness; no palpitations.,False,,False,,True,True,Male,19-25,NG,599d5547659a101bfaa735ff4515a007,/AfriSpeech-100/test/b8558eba-d470-438b-b219-682ecbc78af8/920e171f316d1aa6e7dfb056373bf0ea.wav
c47e225f1fdd18aa59a04019c6f785d8,test,igbo,A,clinical,6.095986394557822,PRN morphine tylenol and toradol administered with good effect.,True,morphine,False,,False,True,Female,19-25,NG,039c5e94de69d3b50afbae27aad17130,/AfriSpeech-100/test/a85b6a24-a932-4b32-8935-bb2c8bd80799/6f5226510fd435167614de7f18880250.wav
ce44e5e5a82a4afd35c8538c0c3cbeee,test,igbo,A,clinical,12.760997732426304,Third generation Antidepressants Venlafaxine: it is currently available in a slow release preparation that enables once-daily dosing.,True,venlafaxine,False,,False,True,Male,19-25,NG,d308b41066230e23aba50bcbce7f6cd0,/AfriSpeech-100/test/5e97f43b-f391-426d-b817-f5290716a305/21e2f2d4f7b51b12ff4ef32c53752b87.wav
eda5cd7e0be3da8b39ad74b2d5c37381,test,igbo,A,general,16.11,"Thanks to the hard work and dedication of NHS staff, hospitals have not been overwhelmed and intensive care capacity continues to meet the needs of patients.
",False,,False,,True,True,Male,19-25,NG,21f8f3e2dea3be6ce259f48a0096c3e6,/AfriSpeech-100/test/8d559458-13d4-48b2-ae11-3ceff7598681/adeed7c7fc95f523d5583aa1e434d22a.wav
00f29afe5b9419051ece6254c7671140,test,ijaw,A,clinical,4.0,Reglan given to advance tube.,True,reglan,False,,False,True,Male,19-25,NG,dee8cc489c4760b8d92a5ac3cd330c17,/AfriSpeech-100/test/8dda9d59-b86e-475e-a2da-7c593706afc1/e66feeab89cb7dca38b968a36aa1a144.wav
155360ba5e8ba376e5850862d4a16924,test,ijaw,A,clinical,10.0,Sunday 07 November 1976 1: 49 PM Challahbah-INTESTINAL TUBE PLACEMENT W/FLUORO,False,,False,,False,False,Male,19-25,NG,dee8cc489c4760b8d92a5ac3cd330c17,/AfriSpeech-100/test/81b2fd65-d5d1-4b6e-b66f-6d72d1b3f951/b15f3014af9cf09ed451f0df7b69261f.wav
1a51f3b98694022da2937b78dcceac59,test,ijaw,A,clinical,7.436984126984128,"Typically, axillary lymph nodes are involved sequentially from the low level I to the central level II to the apical level III lymph node groups.",False,,False,,False,False,Female,19-25,NG,3922d3d682e902fee7524e3b8e77c339,/AfriSpeech-100/test/f681edb6-2d63-4ec3-bf47-b02e8d313173/efc7281c889fb3f7f240e053e8c25dd4.wav
20523bffa88b473a5842269b698df45f,test,ijaw,A,general,4.881,Mr Petri has not publicly commented on the allegations.,False,,False,,True,True,Male,41-55,NG,3fc09086b1e2275270a096748c35eb0f,/AfriSpeech-100/test/7588b59d-a138-4da0-aabd-32ab99af28ff/462fce9781bb0013cd8b26fc1eafed9b.wav
23af1c6428d96f4537acf845c51b9085,test,ijaw,A,clinical,5.330997732426304,isolette turned off.,False,,False,,False,False,Male,26-40,NG,9332cd00c705a223e633a067637d24a2,/AfriSpeech-100/test/0b9d8e71-50c4-4391-9956-2cfb117b5ca9/30f7b813db6d776ac28c8f969d571375.wav
2506c71ecd6600407bd2621dd3398bde,test,ijaw,A,clinical,3.0,Congestion mild no suctioning done today.,False,,False,,True,True,Male,19-25,NG,dee8cc489c4760b8d92a5ac3cd330c17,/AfriSpeech-100/test/a82e8510-df38-45d5-a653-9e375baca282/23a010a566adbabda79a46d5d65082b1.wav
417626ea1dc287624ae2085b5e8b80c5,test,ijaw,A,general,5.825986394557821,"As, no doubt, would the vast majority of Israelis.",False,,False,,True,True,Male,41-55,NG,aae7d5e76206c38b11c7775f860860ac,/AfriSpeech-100/test/a0a54dff-bd57-471f-8105-4b22910ebe41/dfe999a2f4177f2e450bd2f0c1c024fd.wav
442ab52663499c4f3917c4842f9c2216,test,ijaw,A,clinical,6.126984126984127,"Is there a role for palliative gastrectomyinpatientswith stageIV gastric cancer? World J Surg.
",False,,False,,False,False,Female,19-25,NG,3922d3d682e902fee7524e3b8e77c339,/AfriSpeech-100/test/eab430c6-9d27-4bea-bdbf-be73b48c6171/0ece579f992100f7c46f101093a5aae1.wav
44fce3c7ec19dff506083c8a906750a3,test,ijaw,A,clinical,22.260997732426304,"Corrosions involving 30-39% of body surface with 30-39% third degree c. CAPSULE, ORAL AMNESTEEM, ISOTRETINOIN, 10MG. Poisoning by cannabis (derivatives), undetermined, subsequent encounte",True,isotretinoin,True,10.0 mg,False,True,Male,19-25,NG,dee8cc489c4760b8d92a5ac3cd330c17,/AfriSpeech-100/test/bc15c991-465e-4d82-9403-c978463d9692/c4cf0d646ac1f1e3caffa768b497c096.wav
55b4d1d5f1a75607db12f6b7710f5fea,test,ijaw,A,clinical,4.940997732426304,GU: FOLEY WITH CLEAR YELLOW URINE MARGINAL AMOUNTS.,False,,False,,False,False,Male,26-40,NG,d1aea8260fc32ed868aed5a0b33203e9,/AfriSpeech-100/test/8d11fece-0788-44a2-ae3d-5bdf368be4a6/0283436a489a41570c53b91e53300632.wav
5ec5dbfeea5ef5e77ff6cf07c73a49df,test,ijaw,A,general,7.1379818594104325,"According to the information at our disposal, the incident you mentioned was not caused by the PMS people.
",False,,False,,True,True,Male,26-40,NG,d1aea8260fc32ed868aed5a0b33203e9,/AfriSpeech-100/test/bbfe0e18-0c92-4414-be4f-4cbe65dd1511/2f61cdd7b7ae466e7b3bea97e3dc0d4a.wav
63bd1f04d01007bf1a829bf3a0248cf9,test,ijaw,A,clinical,6.314988662131518,7 Resp- Remains on Prong CPAP of 5cms in 21%.,False,,False,,False,False,Male,19-25,NG,1c469c4e88b28b0bb50685be62fec515,/AfriSpeech-100/test/96b9c0b2-90c6-41ee-9cad-b0d5a8f5452c/4c6520281208984781e9b3152518f000.wav
6934807f8bcbf16699578867c7a078e3,test,ijaw,A,clinical,3.132993197278912,He was then transferred to the ICU for further stabilization.,False,,False,,False,False,Male,19-25,NG,1c469c4e88b28b0bb50685be62fec515,/AfriSpeech-100/test/0807ca3e-9ca8-4936-91d4-f80f8fd73a85/35e5a5f22b877d46465d7ceca8f289e1.wav
6b04e26e9a6a0c78b1b053f3bc86534e,test,ijaw,A,clinical,4.593990929705216,A/P: Stable s/p angio no aneurysm found.,False,,False,,True,True,Male,26-40,NG,d1aea8260fc32ed868aed5a0b33203e9,/AfriSpeech-100/test/eb3934d4-4d6b-4f28-b2b7-00603fb63407/3a80a1f87754931a4ea391e8b6f1a230.wav
